,label,input,seglen,ids,mfw,freqtype,normalization,ARI
158,full-99999-15-2000-absolute-False,full,99999,15,2000,absolute,False,0.2733
159,full-99999-15-2000-absolute-False,full,99999,15,2000,absolute,False,0.2733
160,segs-5000-381-10-relative-True,segs,5000,381,10,relative,True,0.3558
161,segs-5000-381-10-relative-True,segs,5000,381,10,relative,True,0.4242
162,segs-5000-381-10-relative-True,segs,5000,381,10,relative,True,0.3597
163,segs-5000-381-10-relative-True,segs,5000,381,10,relative,True,0.3593
164,segs-5000-381-10-relative-True,segs,5000,381,10,relative,True,0.3613
165,segs-5000-381-10-relative-True,segs,5000,381,10,relative,True,0.3899
166,segs-5000-381-10-relative-True,segs,5000,381,10,relative,True,0.4059
167,segs-5000-381-10-relative-True,segs,5000,381,10,relative,True,0.3498
168,segs-5000-381-10-relative-True,segs,5000,381,10,relative,True,0.3214
169,segs-5000-381-10-relative-True,segs,5000,381,10,relative,True,0.4001
170,segs-5000-381-10-relative-False,segs,5000,381,10,relative,False,0.3631
171,segs-5000-381-10-relative-False,segs,5000,381,10,relative,False,0.3635
172,segs-5000-381-10-relative-False,segs,5000,381,10,relative,False,0.3598
173,segs-5000-381-10-relative-False,segs,5000,381,10,relative,False,0.3635
174,segs-5000-381-10-relative-False,segs,5000,381,10,relative,False,0.3561
175,segs-5000-381-10-relative-False,segs,5000,381,10,relative,False,0.3569
176,segs-5000-381-10-relative-False,segs,5000,381,10,relative,False,0.3635
177,segs-5000-381-10-relative-False,segs,5000,381,10,relative,False,0.3615
178,segs-5000-381-10-relative-False,segs,5000,381,10,relative,False,0.3612
179,segs-5000-381-10-relative-False,segs,5000,381,10,relative,False,0.3561
180,segs-5000-381-10-absolute-True,segs,5000,381,10,absolute,True,0.3799
181,segs-5000-381-10-absolute-True,segs,5000,381,10,absolute,True,0.3896
182,segs-5000-381-10-absolute-True,segs,5000,381,10,absolute,True,0.3794
183,segs-5000-381-10-absolute-True,segs,5000,381,10,absolute,True,0.4007
184,segs-5000-381-10-absolute-True,segs,5000,381,10,absolute,True,0.4092
185,segs-5000-381-10-absolute-True,segs,5000,381,10,absolute,True,0.3974
186,segs-5000-381-10-absolute-True,segs,5000,381,10,absolute,True,0.3963
187,segs-5000-381-10-absolute-True,segs,5000,381,10,absolute,True,0.4155
188,segs-5000-381-10-absolute-True,segs,5000,381,10,absolute,True,0.4126
189,segs-5000-381-10-absolute-True,segs,5000,381,10,absolute,True,0.3982
190,segs-5000-381-10-absolute-False,segs,5000,381,10,absolute,False,0.3635
191,segs-5000-381-10-absolute-False,segs,5000,381,10,absolute,False,0.3494
192,segs-5000-381-10-absolute-False,segs,5000,381,10,absolute,False,0.3612
193,segs-5000-381-10-absolute-False,segs,5000,381,10,absolute,False,0.3576
194,segs-5000-381-10-absolute-False,segs,5000,381,10,absolute,False,0.3615
195,segs-5000-381-10-absolute-False,segs,5000,381,10,absolute,False,0.3386
196,segs-5000-381-10-absolute-False,segs,5000,381,10,absolute,False,0.3635
197,segs-5000-381-10-absolute-False,segs,5000,381,10,absolute,False,0.3631
198,segs-5000-381-10-absolute-False,segs,5000,381,10,absolute,False,0.3631
199,segs-5000-381-10-absolute-False,segs,5000,381,10,absolute,False,0.3561
200,segs-5000-381-100-relative-True,segs,5000,381,100,relative,True,0.718
201,segs-5000-381-100-relative-True,segs,5000,381,100,relative,True,0.7109
202,segs-5000-381-100-relative-True,segs,5000,381,100,relative,True,0.7049
203,segs-5000-381-100-relative-True,segs,5000,381,100,relative,True,0.7035
204,segs-5000-381-100-relative-True,segs,5000,381,100,relative,True,0.7137
205,segs-5000-381-100-relative-True,segs,5000,381,100,relative,True,0.7035
206,segs-5000-381-100-relative-True,segs,5000,381,100,relative,True,0.7049
207,segs-5000-381-100-relative-True,segs,5000,381,100,relative,True,0.7093
208,segs-5000-381-100-relative-True,segs,5000,381,100,relative,True,0.7049
209,segs-5000-381-100-relative-True,segs,5000,381,100,relative,True,0.7197
210,segs-5000-381-100-relative-False,segs,5000,381,100,relative,False,0.5214
211,segs-5000-381-100-relative-False,segs,5000,381,100,relative,False,0.5621
212,segs-5000-381-100-relative-False,segs,5000,381,100,relative,False,0.5534
213,segs-5000-381-100-relative-False,segs,5000,381,100,relative,False,0.5479
214,segs-5000-381-100-relative-False,segs,5000,381,100,relative,False,0.5516
215,segs-5000-381-100-relative-False,segs,5000,381,100,relative,False,0.5678
216,segs-5000-381-100-relative-False,segs,5000,381,100,relative,False,0.5539
217,segs-5000-381-100-relative-False,segs,5000,381,100,relative,False,0.5486
218,segs-5000-381-100-relative-False,segs,5000,381,100,relative,False,0.5661
219,segs-5000-381-100-relative-False,segs,5000,381,100,relative,False,0.5687
220,segs-5000-381-100-absolute-True,segs,5000,381,100,absolute,True,0.7197
221,segs-5000-381-100-absolute-True,segs,5000,381,100,absolute,True,0.7049
222,segs-5000-381-100-absolute-True,segs,5000,381,100,absolute,True,0.7258
223,segs-5000-381-100-absolute-True,segs,5000,381,100,absolute,True,0.718
224,segs-5000-381-100-absolute-True,segs,5000,381,100,absolute,True,0.7258
225,segs-5000-381-100-absolute-True,segs,5000,381,100,absolute,True,0.7027
226,segs-5000-381-100-absolute-True,segs,5000,381,100,absolute,True,0.7049
227,segs-5000-381-100-absolute-True,segs,5000,381,100,absolute,True,0.6982
228,segs-5000-381-100-absolute-True,segs,5000,381,100,absolute,True,0.7201
229,segs-5000-381-100-absolute-True,segs,5000,381,100,absolute,True,0.7243
230,segs-5000-381-100-absolute-False,segs,5000,381,100,absolute,False,0.5616
231,segs-5000-381-100-absolute-False,segs,5000,381,100,absolute,False,0.5693
232,segs-5000-381-100-absolute-False,segs,5000,381,100,absolute,False,0.5685
233,segs-5000-381-100-absolute-False,segs,5000,381,100,absolute,False,0.5425
234,segs-5000-381-100-absolute-False,segs,5000,381,100,absolute,False,0.5744
235,segs-5000-381-100-absolute-False,segs,5000,381,100,absolute,False,0.5583
236,segs-5000-381-100-absolute-False,segs,5000,381,100,absolute,False,0.5639
237,segs-5000-381-100-absolute-False,segs,5000,381,100,absolute,False,0.5514
238,segs-5000-381-100-absolute-False,segs,5000,381,100,absolute,False,0.526
239,segs-5000-381-100-absolute-False,segs,5000,381,100,absolute,False,0.5743
240,segs-5000-381-1000-relative-True,segs,5000,381,1000,relative,True,0.8117
241,segs-5000-381-1000-relative-True,segs,5000,381,1000,relative,True,0.7489
242,segs-5000-381-1000-relative-True,segs,5000,381,1000,relative,True,0.8117
243,segs-5000-381-1000-relative-True,segs,5000,381,1000,relative,True,0.8158
244,segs-5000-381-1000-relative-True,segs,5000,381,1000,relative,True,0.836
245,segs-5000-381-1000-relative-True,segs,5000,381,1000,relative,True,0.8078
246,segs-5000-381-1000-relative-True,segs,5000,381,1000,relative,True,0.8078
247,segs-5000-381-1000-relative-True,segs,5000,381,1000,relative,True,0.8142
248,segs-5000-381-1000-relative-True,segs,5000,381,1000,relative,True,0.7982
249,segs-5000-381-1000-relative-True,segs,5000,381,1000,relative,True,0.781
250,segs-5000-381-1000-relative-False,segs,5000,381,1000,relative,False,0.5662
251,segs-5000-381-1000-relative-False,segs,5000,381,1000,relative,False,0.585
252,segs-5000-381-1000-relative-False,segs,5000,381,1000,relative,False,0.5929
253,segs-5000-381-1000-relative-False,segs,5000,381,1000,relative,False,0.6068
254,segs-5000-381-1000-relative-False,segs,5000,381,1000,relative,False,0.5683
255,segs-5000-381-1000-relative-False,segs,5000,381,1000,relative,False,0.5823
256,segs-5000-381-1000-relative-False,segs,5000,381,1000,relative,False,0.5679
257,segs-5000-381-1000-relative-False,segs,5000,381,1000,relative,False,0.5703
258,segs-5000-381-1000-relative-False,segs,5000,381,1000,relative,False,0.5896
259,segs-5000-381-1000-relative-False,segs,5000,381,1000,relative,False,0.588
260,segs-5000-381-1000-absolute-True,segs,5000,381,1000,absolute,True,0.8203
261,segs-5000-381-1000-absolute-True,segs,5000,381,1000,absolute,True,0.818
262,segs-5000-381-1000-absolute-True,segs,5000,381,1000,absolute,True,0.8225
263,segs-5000-381-1000-absolute-True,segs,5000,381,1000,absolute,True,0.8379
264,segs-5000-381-1000-absolute-True,segs,5000,381,1000,absolute,True,0.827
265,segs-5000-381-1000-absolute-True,segs,5000,381,1000,absolute,True,0.849
266,segs-5000-381-1000-absolute-True,segs,5000,381,1000,absolute,True,0.8022
267,segs-5000-381-1000-absolute-True,segs,5000,381,1000,absolute,True,0.8358
268,segs-5000-381-1000-absolute-True,segs,5000,381,1000,absolute,True,0.808
269,segs-5000-381-1000-absolute-True,segs,5000,381,1000,absolute,True,0.8177
270,segs-5000-381-1000-absolute-False,segs,5000,381,1000,absolute,False,0.5692
271,segs-5000-381-1000-absolute-False,segs,5000,381,1000,absolute,False,0.5341
272,segs-5000-381-1000-absolute-False,segs,5000,381,1000,absolute,False,0.5979
273,segs-5000-381-1000-absolute-False,segs,5000,381,1000,absolute,False,0.602
274,segs-5000-381-1000-absolute-False,segs,5000,381,1000,absolute,False,0.5971
275,segs-5000-381-1000-absolute-False,segs,5000,381,1000,absolute,False,0.5979
276,segs-5000-381-1000-absolute-False,segs,5000,381,1000,absolute,False,0.58
277,segs-5000-381-1000-absolute-False,segs,5000,381,1000,absolute,False,0.5847
278,segs-5000-381-1000-absolute-False,segs,5000,381,1000,absolute,False,0.6002
279,segs-5000-381-1000-absolute-False,segs,5000,381,1000,absolute,False,0.5948
280,segs-5000-381-2000-relative-True,segs,5000,381,2000,relative,True,0.827
281,segs-5000-381-2000-relative-True,segs,5000,381,2000,relative,True,0.7921
282,segs-5000-381-2000-relative-True,segs,5000,381,2000,relative,True,0.867
283,segs-5000-381-2000-relative-True,segs,5000,381,2000,relative,True,0.8379
284,segs-5000-381-2000-relative-True,segs,5000,381,2000,relative,True,0.7864
285,segs-5000-381-2000-relative-True,segs,5000,381,2000,relative,True,0.8698
286,segs-5000-381-2000-relative-True,segs,5000,381,2000,relative,True,0.8234
287,segs-5000-381-2000-relative-True,segs,5000,381,2000,relative,True,0.8291
288,segs-5000-381-2000-relative-True,segs,5000,381,2000,relative,True,0.8698
289,segs-5000-381-2000-relative-True,segs,5000,381,2000,relative,True,0.8329
290,segs-5000-381-2000-relative-False,segs,5000,381,2000,relative,False,0.5824
291,segs-5000-381-2000-relative-False,segs,5000,381,2000,relative,False,0.5982
292,segs-5000-381-2000-relative-False,segs,5000,381,2000,relative,False,0.5678
293,segs-5000-381-2000-relative-False,segs,5000,381,2000,relative,False,0.5898
294,segs-5000-381-2000-relative-False,segs,5000,381,2000,relative,False,0.5821
295,segs-5000-381-2000-relative-False,segs,5000,381,2000,relative,False,0.6068
296,segs-5000-381-2000-relative-False,segs,5000,381,2000,relative,False,0.5914
297,segs-5000-381-2000-relative-False,segs,5000,381,2000,relative,False,0.5979
298,segs-5000-381-2000-relative-False,segs,5000,381,2000,relative,False,0.5953
299,segs-5000-381-2000-relative-False,segs,5000,381,2000,relative,False,0.588
300,segs-5000-381-2000-absolute-True,segs,5000,381,2000,absolute,True,0.8164
301,segs-5000-381-2000-absolute-True,segs,5000,381,2000,absolute,True,0.7659
302,segs-5000-381-2000-absolute-True,segs,5000,381,2000,absolute,True,0.8016
303,segs-5000-381-2000-absolute-True,segs,5000,381,2000,absolute,True,0.8071
304,segs-5000-381-2000-absolute-True,segs,5000,381,2000,absolute,True,0.8172
305,segs-5000-381-2000-absolute-True,segs,5000,381,2000,absolute,True,0.7222
306,segs-5000-381-2000-absolute-True,segs,5000,381,2000,absolute,True,0.8767
307,segs-5000-381-2000-absolute-True,segs,5000,381,2000,absolute,True,0.818
308,segs-5000-381-2000-absolute-True,segs,5000,381,2000,absolute,True,0.7954
309,segs-5000-381-2000-absolute-True,segs,5000,381,2000,absolute,True,0.807
310,segs-5000-381-2000-absolute-False,segs,5000,381,2000,absolute,False,0.6058
311,segs-5000-381-2000-absolute-False,segs,5000,381,2000,absolute,False,0.5954
312,segs-5000-381-2000-absolute-False,segs,5000,381,2000,absolute,False,0.5972
313,segs-5000-381-2000-absolute-False,segs,5000,381,2000,absolute,False,0.5979
314,segs-5000-381-2000-absolute-False,segs,5000,381,2000,absolute,False,0.5872
315,segs-5000-381-2000-absolute-False,segs,5000,381,2000,absolute,False,0.6191
316,segs-5000-381-2000-absolute-False,segs,5000,381,2000,absolute,False,0.6227
317,segs-5000-381-2000-absolute-False,segs,5000,381,2000,absolute,False,0.59
318,segs-5000-381-2000-absolute-False,segs,5000,381,2000,absolute,False,0.5894
319,segs-5000-381-2000-absolute-False,segs,5000,381,2000,absolute,False,0.5663
320,segs-2000-963-10-relative-True,segs,2000,963,10,relative,True,0.2456
321,segs-2000-963-10-relative-True,segs,2000,963,10,relative,True,0.2516
322,segs-2000-963-10-relative-True,segs,2000,963,10,relative,True,0.2424
323,segs-2000-963-10-relative-True,segs,2000,963,10,relative,True,0.2437
324,segs-2000-963-10-relative-True,segs,2000,963,10,relative,True,0.236
325,segs-2000-963-10-relative-True,segs,2000,963,10,relative,True,0.2415
326,segs-2000-963-10-relative-True,segs,2000,963,10,relative,True,0.2481
327,segs-2000-963-10-relative-True,segs,2000,963,10,relative,True,0.2477
328,segs-2000-963-10-relative-True,segs,2000,963,10,relative,True,0.2377
329,segs-2000-963-10-relative-True,segs,2000,963,10,relative,True,0.2525
330,segs-2000-963-10-relative-False,segs,2000,963,10,relative,False,0.1672
331,segs-2000-963-10-relative-False,segs,2000,963,10,relative,False,0.1878
332,segs-2000-963-10-relative-False,segs,2000,963,10,relative,False,0.2286
333,segs-2000-963-10-relative-False,segs,2000,963,10,relative,False,0.2287
334,segs-2000-963-10-relative-False,segs,2000,963,10,relative,False,0.2241
335,segs-2000-963-10-relative-False,segs,2000,963,10,relative,False,0.2245
336,segs-2000-963-10-relative-False,segs,2000,963,10,relative,False,0.2333
337,segs-2000-963-10-relative-False,segs,2000,963,10,relative,False,0.2331
338,segs-2000-963-10-relative-False,segs,2000,963,10,relative,False,0.2239
339,segs-2000-963-10-relative-False,segs,2000,963,10,relative,False,0.1759
340,segs-2000-963-10-absolute-True,segs,2000,963,10,absolute,True,0.2379
341,segs-2000-963-10-absolute-True,segs,2000,963,10,absolute,True,0.2505
342,segs-2000-963-10-absolute-True,segs,2000,963,10,absolute,True,0.255
343,segs-2000-963-10-absolute-True,segs,2000,963,10,absolute,True,0.2533
344,segs-2000-963-10-absolute-True,segs,2000,963,10,absolute,True,0.2552
345,segs-2000-963-10-absolute-True,segs,2000,963,10,absolute,True,0.2525
346,segs-2000-963-10-absolute-True,segs,2000,963,10,absolute,True,0.2488
347,segs-2000-963-10-absolute-True,segs,2000,963,10,absolute,True,0.2585
348,segs-2000-963-10-absolute-True,segs,2000,963,10,absolute,True,0.2398
349,segs-2000-963-10-absolute-True,segs,2000,963,10,absolute,True,0.2455
350,segs-2000-963-10-absolute-False,segs,2000,963,10,absolute,False,0.2309
351,segs-2000-963-10-absolute-False,segs,2000,963,10,absolute,False,0.182
352,segs-2000-963-10-absolute-False,segs,2000,963,10,absolute,False,0.2277
353,segs-2000-963-10-absolute-False,segs,2000,963,10,absolute,False,0.1823
354,segs-2000-963-10-absolute-False,segs,2000,963,10,absolute,False,0.2242
355,segs-2000-963-10-absolute-False,segs,2000,963,10,absolute,False,0.2306
356,segs-2000-963-10-absolute-False,segs,2000,963,10,absolute,False,0.1823
357,segs-2000-963-10-absolute-False,segs,2000,963,10,absolute,False,0.2352
358,segs-2000-963-10-absolute-False,segs,2000,963,10,absolute,False,0.2302
359,segs-2000-963-10-absolute-False,segs,2000,963,10,absolute,False,0.1848
360,segs-2000-963-100-relative-True,segs,2000,963,100,relative,True,0.6007
361,segs-2000-963-100-relative-True,segs,2000,963,100,relative,True,0.5955
362,segs-2000-963-100-relative-True,segs,2000,963,100,relative,True,0.5998
363,segs-2000-963-100-relative-True,segs,2000,963,100,relative,True,0.5978
364,segs-2000-963-100-relative-True,segs,2000,963,100,relative,True,0.5482
365,segs-2000-963-100-relative-True,segs,2000,963,100,relative,True,0.5953
366,segs-2000-963-100-relative-True,segs,2000,963,100,relative,True,0.5863
